,sigma8,Omega_cdm,Omega_b,h,n_s,tau
18898,0.80322247,0.25875323,0.049047062,0.67840733,0.96348681,0.046624196
18899,0.80250335,0.25592409,0.048865061,0.68075371,0.96529973,0.048116184
18900,0.81479054,0.25991694,0.049255276,0.67769399,0.96399443,0.057612185
18901,0.81772269,0.26044199,0.049153035,0.67724219,0.96272287,0.061447495
18902,0.81644031,0.26264508,0.049281484,0.67548805,0.96114625,0.056961657
18903,0.80947987,0.26862645,0.049811323,0.67061789,0.95615288,0.049060366
18904,0.79925148,0.25822704,0.048661188,0.67856421,0.96416005,0.045800434
18905,0.79697859,0.26037474,0.048807066,0.67706869,0.96284745,0.041309909
18906,0.79964281,0.25591791,0.048428951,0.68112864,0.96823181,0.046332993
18907,0.7990477,0.2551764,0.048334881,0.68162414,0.96851209,0.046903714
18908,0.79795284,0.25305732,0.048269775,0.68362095,0.96803208,0.048201526
18909,0.79781832,0.25287482,0.048240938,0.68371959,0.96800165,0.048461343
18910,0.79612539,0.25338821,0.048280105,0.68339854,0.96678059,0.046002539
18911,0.79612757,0.25306696,0.048264992,0.68367251,0.96694857,0.046238176
18912,0.79793825,0.25080694,0.048019228,0.68527791,0.96787011,0.051553498
18913,0.80499282,0.25741933,0.048310904,0.6784509,0.9652875,0.055617759
18914,0.80498144,0.25733597,0.048306144,0.67851618,0.96533072,0.055624485
18915,0.80754384,0.26005388,0.048504507,0.67627534,0.96450151,0.055925742
18916,0.80876522,0.26063198,0.048601974,0.67590087,0.96424985,0.057443025
18917,0.80788736,0.26321512,0.048927789,0.67426691,0.96360456,0.052761833
18918,0.80808592,0.26328885,0.048931721,0.67423521,0.96340036,0.052978555
18919,0.80862966,0.26332316,0.048958801,0.67456097,0.96289443,0.051845259
18920,0.80963532,0.26453553,0.049067719,0.67358898,0.96250921,0.05167804
18921,0.80650673,0.25162796,0.04821319,0.68408773,0.9693365,0.054264709
18922,0.80736398,0.25220233,0.048262168,0.68359987,0.96865088,0.054584193
18923,0.80763373,0.25583994,0.048463031,0.6799687,0.96837316,0.052571029
18924,0.80750219,0.25354656,0.04831892,0.68192865,0.96930734,0.054565429
18925,0.80429254,0.25372534,0.04817465,0.68158292,0.97057582,0.054730421
18926,0.8023592,0.25517159,0.048201293,0.68025332,0.96952282,0.053235773
18927,0.80447648,0.25518889,0.048269689,0.68046588,0.96797504,0.056538832
18928,0.80383121,0.25420071,0.04816365,0.68139021,0.9680949,0.056118509
18929,0.80355942,0.25432251,0.048192185,0.68128561,0.96764003,0.055798788
18930,0.8046092,0.25513547,0.048306359,0.68062613,0.96793672,0.055972421
18931,0.80780029,0.256392,0.048501022,0.67995935,0.96464965,0.057644332
18932,0.81153719,0.26172358,0.048796626,0.67589738,0.96391841,0.054500535
18933,0.81243632,0.26139856,0.048752974,0.67642523,0.96589768,0.053220827
18934,0.81157977,0.2605225,0.048741827,0.67724761,0.96602186,0.052752178
18935,0.80443578,0.26147218,0.048718244,0.67582795,0.9623037,0.04619902
18936,0.79679771,0.2623366,0.04886239,0.67518733,0.96405208,0.036681163
18937,0.80503513,0.26721464,0.049248283,0.66957837,0.96071367,0.048756544
18938,0.80469387,0.25726459,0.048981464,0.6783337,0.96518377,0.056695948
18939,0.81640343,0.2673762,0.04987984,0.67128489,0.96279593,0.064583968
18940,0.81203796,0.27921831,0.05071612,0.66201044,0.9557309,0.048838467
18941,0.81183847,0.27842021,0.050639204,0.66261358,0.95646877,0.048886578
18942,0.81095315,0.27765323,0.0505359,0.66354364,0.95745856,0.049482657
18943,0.80533771,0.27114704,0.050142837,0.66893793,0.96243708,0.046322692
18944,0.80681314,0.2692325,0.049955264,0.6703243,0.96402806,0.048785773
18945,0.80396976,0.27378147,0.050025902,0.66645505,0.96059742,0.039213986
18946,0.79898915,0.27434285,0.050234003,0.66585751,0.96117986,0.031527493
18947,0.80090441,0.26986462,0.049847386,0.66966776,0.96725464,0.034439794
18948,0.7962432,0.26612154,0.049529988,0.67321556,0.9668554,0.031727457
18949,0.79817378,0.26761714,0.049620678,0.67209633,0.96641256,0.033172145
18950,0.7983904,0.26768385,0.049618483,0.67202275,0.96626442,0.033353711
18951,0.7970882,0.27015389,0.049849968,0.6700562,0.96591213,0.031324401
18952,0.79747718,0.26971676,0.049770858,0.6701885,0.96519917,0.032759417
18953,0.79930739,0.28251225,0.051080491,0.66037904,0.95625482,0.026010672
18954,0.80207279,0.28219749,0.051147036,0.66046189,0.95870735,0.027138391
18955,0.81714923,0.27297198,0.050460178,0.66804488,0.96165016,0.051391826
18956,0.817682,0.27376322,0.050529784,0.66744891,0.9611211,0.051573704
18957,0.79950725,0.27432138,0.050458325,0.66627772,0.957208,0.031296172
18958,0.79910582,0.27417842,0.050460445,0.66657349,0.95692578,0.030789857
18959,0.79877519,0.27113139,0.049702895,0.66881658,0.96439864,0.02865134
18960,0.79684543,0.27006801,0.049739946,0.66958365,0.96505026,0.029859109
18961,0.79395247,0.26450847,0.049057114,0.67332,0.9616576,0.034198586
18962,0.79832385,0.26429137,0.048956541,0.67334157,0.96344381,0.040042805
18963,0.79785565,0.26374144,0.049025763,0.67365503,0.96340512,0.041653495
18964,0.79834675,0.26379624,0.049223953,0.67423123,0.96285177,0.040861972
18965,0.80923067,0.26466268,0.049327843,0.67347667,0.96071692,0.053655955
18966,0.80513447,0.26287294,0.049149002,0.67473047,0.96180611,0.048559194
18967,0.80816393,0.26215883,0.04937707,0.67630045,0.96552708,0.049434175
18968,0.82031169,0.2689359,0.049860259,0.67068086,0.96635406,0.06048892
18969,0.81515616,0.25677387,0.04884823,0.68028408,0.96651577,0.065494055
18970,0.81519356,0.25684618,0.048857602,0.68022824,0.96645502,0.065538194
18971,0.80994537,0.26235639,0.049207956,0.67564175,0.96371505,0.056748223
18972,0.81543142,0.26005979,0.049057681,0.67731907,0.96514881,0.064956323
18973,0.81544052,0.26032803,0.049083133,0.67709538,0.96489912,0.064790911
18974,0.81618762,0.26065635,0.048994273,0.67608649,0.962872,0.065422982
18975,0.8159216,0.26038194,0.048984431,0.67632541,0.96289944,0.065326581
18976,0.81612457,0.25516447,0.048549222,0.68165924,0.97239623,0.060981195
18977,0.82216189,0.25208602,0.048338611,0.6845566,0.97328163,0.070802814
18978,0.82216974,0.25172813,0.048307067,0.68480385,0.97353195,0.071140551
18979,0.81681687,0.25564909,0.048515116,0.68205814,0.96610993,0.062026155
18980,0.81379217,0.25377178,0.048315189,0.68287706,0.96547016,0.06434647
18981,0.81123452,0.25409581,0.048254541,0.68248066,0.96672464,0.06121869
18982,0.81540795,0.27097166,0.049733481,0.66884815,0.96017307,0.053696603
18983,0.81164146,0.26160399,0.048966346,0.67594726,0.96481928,0.057919348
18984,0.81841147,0.25980237,0.048649071,0.67663214,0.96371023,0.068233603
18985,0.81890054,0.25961372,0.048759481,0.67686938,0.96318395,0.069108083
18986,0.80641462,0.25685108,0.048740511,0.67916975,0.96256684,0.05666754
18987,0.80377105,0.25373811,0.048448592,0.68165323,0.96444591,0.058511425
18988,0.80106648,0.25715061,0.048881846,0.67942472,0.96374531,0.052760307
18989,0.80933821,0.26058752,0.04901794,0.67743101,0.96405399,0.058346569
18990,0.81171313,0.26344234,0.049365748,0.67575151,0.96372811,0.058355747
18991,0.81761645,0.2613856,0.049390701,0.67709831,0.96861531,0.065558679
18992,0.81472609,0.25907389,0.049058099,0.67844607,0.96923548,0.066871287
18993,0.81520562,0.25845043,0.049008988,0.67886609,0.96941599,0.067929875
18994,0.80981968,0.26051291,0.04920554,0.67676248,0.96914489,0.059855202
18995,0.80686066,0.2593884,0.04905516,0.67734016,0.96893337,0.057841303
18996,0.80562029,0.2671005,0.049619652,0.67123287,0.96771842,0.048366183
18997,0.81096869,0.27401845,0.050109023,0.66558067,0.96111212,0.04955891
18998,0.81011522,0.27243966,0.049953418,0.66671312,0.96173372,0.049739696
18999,0.81115618,0.26981903,0.04964856,0.66905049,0.96227363,0.052520576
19000,0.81094446,0.26852785,0.049587166,0.67019736,0.96257964,0.05338375
19001,0.81021486,0.27325269,0.05012204,0.66665493,0.95922721,0.048303718
19002,0.8125389,0.27687399,0.05046779,0.66397432,0.95844556,0.049393318
19003,0.82023496,0.27874996,0.050416244,0.66315876,0.9596568,0.056777626
19004,0.8105952,0.27732873,0.050066884,0.66390779,0.9593165,0.04801431
19005,0.81010739,0.27478793,0.049723076,0.66533546,0.96121929,0.047838637
19006,0.80831041,0.27248368,0.049558294,0.667157,0.96240283,0.047623252
19007,0.80043702,0.26384216,0.048798654,0.67291907,0.96679421,0.044512673
19008,0.80025449,0.26431502,0.04885606,0.67238443,0.96710012,0.04419381
19009,0.80018965,0.26349851,0.048831033,0.67324623,0.96861794,0.04324011
19010,0.80292929,0.26429498,0.04880286,0.67278249,0.96611828,0.044571714
19011,0.80572962,0.27471374,0.05000272,0.6655444,0.95982562,0.041083664
19012,0.80602483,0.27516963,0.050007322,0.6651033,0.95898007,0.04204282
19013,0.81092559,0.27764955,0.050370749,0.66353458,0.95546435,0.047295428
19014,0.81274671,0.27453053,0.050281625,0.66648256,0.95704015,0.052623662
19015,0.8065127,0.26755744,0.049597051,0.67193482,0.9604796,0.05112964
19016,0.81700861,0.25803537,0.048629597,0.67873872,0.97094195,0.067759361
19017,0.81014217,0.26301218,0.049109479,0.67425754,0.96573559,0.05823587
19018,0.81038124,0.26299117,0.049174153,0.67448463,0.96535861,0.059052849
19019,0.81152575,0.27417423,0.0500389,0.66588892,0.96294391,0.052281091
19020,0.80856042,0.27296917,0.049838784,0.66644275,0.96601579,0.048251071
19021,0.80655468,0.26741165,0.049534523,0.67029719,0.96413359,0.048382486
19022,0.80772895,0.2669025,0.04948363,0.67066315,0.96466022,0.050085186
19023,0.81029219,0.26506961,0.049286564,0.67183814,0.96420937,0.054965006
19024,0.80870461,0.27208494,0.049947211,0.66750633,0.96495294,0.042685971
19025,0.81222386,0.27889473,0.050737605,0.66284799,0.95652675,0.04144029
19026,0.8161563,0.27673541,0.050465173,0.66444419,0.95786132,0.047169552
19027,0.81474476,0.27492468,0.050293065,0.66577082,0.95890214,0.046891289
19028,0.81340252,0.2718221,0.049924852,0.66811726,0.95971813,0.046586246
19029,0.80724509,0.26709057,0.049532443,0.67163239,0.95953034,0.046696929
19030,0.80859566,0.26810438,0.0494849,0.67053233,0.95944623,0.048337015
19031,0.81009789,0.26634959,0.049419392,0.67218916,0.96162398,0.050688805
19032,0.81123109,0.26401739,0.049291915,0.67402845,0.96290778,0.053799763
19033,0.81053292,0.2630972,0.049212497,0.67494052,0.96379513,0.053913946
19034,0.81547706,0.26865048,0.049593419,0.67044469,0.96381574,0.055294267
19035,0.81329118,0.26689587,0.049417198,0.67196338,0.96397042,0.053669031
19036,0.81198919,0.26794975,0.049670257,0.67145268,0.96036132,0.053679827
19037,0.80459694,0.26710921,0.049419826,0.67178715,0.95896947,0.048170903
19038,0.80433582,0.26804851,0.049466835,0.67089887,0.95933593,0.046875517
19039,0.80475515,0.26947562,0.049568679,0.66978863,0.95796402,0.045852684
19040,0.8018857,0.26748451,0.04947127,0.67125918,0.95793169,0.043714973
19041,0.79765696,0.26630478,0.049357344,0.67186672,0.95938884,0.040750527
19042,0.79571215,0.26140945,0.048746325,0.67531675,0.96067866,0.041823413
19043,0.80218992,0.26158343,0.048915425,0.67523132,0.96519603,0.049399777
19044,0.80174391,0.26175272,0.048904285,0.67512744,0.96481096,0.048616419
19045,0.80038416,0.25849997,0.048616108,0.67753135,0.96440713,0.051569041
19046,0.79862726,0.26452887,0.049236814,0.67296268,0.96212557,0.044279697
19047,0.80088304,0.26374554,0.049250731,0.67373223,0.96336437,0.046937774
19048,0.8106231,0.27444217,0.050195768,0.66558822,0.95514912,0.055254886
19049,0.81221566,0.27412479,0.050186445,0.66660609,0.95371663,0.054135336
19050,0.81287756,0.27148781,0.049924517,0.66868836,0.95480748,0.056092232
19051,0.81599059,0.26483959,0.04944298,0.67465247,0.96017492,0.062331075
19052,0.8175015,0.26165317,0.049188263,0.67656078,0.96358305,0.064168105
19053,0.81672459,0.26579454,0.04952211,0.67332073,0.96429221,0.059368586
19054,0.81676193,0.26722295,0.049717517,0.67223304,0.96345896,0.057600861
19055,0.81681543,0.26722294,0.049717969,0.67223582,0.96347159,0.057652308
19056,0.81551315,0.26663154,0.04968146,0.67287978,0.96459231,0.05577893
19057,0.81560241,0.26674294,0.049689537,0.67278228,0.9646239,0.055790277
19058,0.81874691,0.26759058,0.049783639,0.67191764,0.96523566,0.057774014
19059,0.81877664,0.26753032,0.049748166,0.67178033,0.96493447,0.058390137
19060,0.81489393,0.26299465,0.049360294,0.67581185,0.96205085,0.058679561
19061,0.81883905,0.2657817,0.049515964,0.67339757,0.96161971,0.061515738
19062,0.82013312,0.26530553,0.049558203,0.67380529,0.9623568,0.063019215
19063,0.8214279,0.26170341,0.049180814,0.67654128,0.96570926,0.067357741
19064,0.81881841,0.25590276,0.048655567,0.68086934,0.96591943,0.068391814
19065,0.81280189,0.25531599,0.048856105,0.68178138,0.96756153,0.060532263
19066,0.81209514,0.25534835,0.048831476,0.6816724,0.96787721,0.059953396
19067,0.81048071,0.25226914,0.048518228,0.68408203,0.97004694,0.061543078
19068,0.81133686,0.25362239,0.048598859,0.68300333,0.96919895,0.061691429
19069,0.81132512,0.25362982,0.048598962,0.68299403,0.96918724,0.061671525
19070,0.80834966,0.26524389,0.049227042,0.67321565,0.96702596,0.04761011
19071,0.81628533,0.26640994,0.049243054,0.67243998,0.96816537,0.054929109
19072,0.81587687,0.26770628,0.049335443,0.67119008,0.96840798,0.057484417
19073,0.80369893,0.25193789,0.047947796,0.68295751,0.96944258,0.05978106
19074,0.80191637,0.250729,0.047885807,0.68384522,0.97112752,0.058524689
19075,0.80167614,0.25496176,0.048210422,0.68063713,0.96937015,0.05441184
19076,0.81407647,0.25588219,0.048445297,0.68076198,0.97241203,0.062059216
19077,0.80936518,0.2568906,0.048636049,0.67942511,0.97055053,0.053125427
19078,0.81207895,0.25317616,0.048322433,0.68241781,0.97132743,0.059565201
19079,0.8112983,0.25245967,0.048206187,0.68293092,0.97159142,0.058873354
19080,0.80758268,0.26556767,0.049210365,0.6724753,0.96546046,0.044923132
19081,0.80598715,0.26312856,0.048924873,0.67459868,0.97035525,0.043137585
19082,0.80614503,0.26338295,0.048983833,0.67447984,0.97041246,0.043125957
19083,0.81291489,0.26101881,0.048526776,0.67559837,0.97149895,0.05256102
19084,0.82013004,0.25833972,0.04856256,0.67813361,0.97155182,0.065850013
19085,0.81432906,0.25638365,0.048520152,0.68025056,0.96819012,0.062611464
19086,0.81429707,0.25639382,0.048521097,0.68023759,0.96815748,0.062579281
19087,0.81294895,0.25381747,0.0483809,0.68241304,0.96901644,0.063425907
19088,0.81169327,0.25392298,0.048408368,0.68220826,0.97023145,0.061195254
19089,0.80673444,0.26248978,0.049117339,0.67468901,0.96650644,0.047447443
19090,0.8079419,0.26203163,0.049032993,0.67497704,0.96818232,0.048367905
19091,0.80978113,0.26412026,0.049258573,0.67357333,0.96745363,0.04799471
19092,0.80997283,0.26412935,0.04926341,0.67354717,0.96754034,0.048299373
19093,0.80393004,0.26241699,0.04915762,0.67540828,0.96302853,0.046841133
19094,0.80334035,0.26134725,0.049088392,0.67628562,0.96353954,0.046879565
19095,0.80503064,0.25820329,0.048698507,0.67917594,0.96651774,0.049851576
19096,0.80510087,0.25370987,0.048204625,0.68226617,0.96708137,0.054434035
19097,0.80634995,0.25630992,0.048379909,0.6802053,0.96641078,0.052503908
19098,0.79978708,0.25052338,0.048107869,0.68522595,0.97103324,0.052176314
19099,0.80008351,0.25525194,0.048561235,0.68115039,0.96937615,0.047844593
19100,0.8136493,0.25702905,0.048433077,0.67855894,0.96691226,0.065230201
19101,0.8149675,0.25781685,0.048610075,0.67819825,0.96612096,0.068314525
19102,0.81323162,0.26644402,0.049552418,0.67170061,0.96363405,0.061538521
19103,0.81525257,0.26736777,0.049647152,0.67182174,0.96470578,0.059934691
19104,0.8102706,0.26884514,0.049607988,0.67058978,0.96093294,0.053706039
19105,0.80982788,0.2681138,0.04960516,0.67120227,0.96131244,0.054143634
19106,0.80679634,0.2733219,0.050074469,0.6666139,0.95461952,0.048439414
19107,0.81499285,0.2810893,0.050750107,0.66012122,0.95365586,0.04809018
19108,0.81296215,0.27938877,0.050743101,0.66159691,0.95540132,0.048154714
19109,0.81043219,0.27647061,0.050417192,0.66410158,0.95701879,0.046721587
19110,0.81208216,0.26864809,0.049627079,0.67002114,0.96383688,0.051746227
19111,0.81484158,0.27186977,0.049992865,0.66770859,0.96659967,0.054132733
19112,0.81342272,0.26912196,0.049872627,0.66989072,0.96758138,0.054648369
19113,0.81628413,0.26230701,0.049157216,0.67499793,0.97016466,0.063698478
19114,0.81628688,0.26228163,0.049156598,0.67502921,0.97017537,0.0637696
19115,0.8157082,0.2681042,0.049773435,0.67059926,0.96773181,0.05765461
19116,0.81570803,0.26810298,0.04977328,0.67059969,0.96773172,0.057654451
19117,0.81063776,0.2688587,0.049704506,0.67027588,0.96363457,0.049918329
19118,0.8117434,0.26792132,0.04962028,0.67099975,0.96366984,0.051602922
19119,0.80982175,0.26442659,0.049343362,0.67365201,0.9642268,0.054366614
19120,0.8140243,0.26431996,0.049344486,0.67395537,0.96531122,0.059497453
19121,0.81666445,0.26326652,0.049374631,0.67514321,0.9637497,0.061519846
19122,0.81718752,0.26375867,0.049450094,0.67483429,0.96395457,0.061596976
19123,0.8173854,0.26351832,0.049430022,0.67502688,0.96408854,0.062006685
19124,0.81832057,0.26306818,0.049375816,0.67539393,0.96488283,0.063224777
19125,0.81445817,0.26197298,0.049279012,0.67591874,0.96314943,0.062096066
19126,0.80715357,0.26067472,0.049165642,0.67717207,0.96642766,0.055980735
19127,0.80848473,0.26710975,0.049458864,0.6715808,0.96416797,0.051945315
19128,0.80817546,0.26587819,0.049380724,0.67260921,0.96501278,0.052993582
19129,0.80877246,0.26547006,0.049325607,0.67296686,0.96495648,0.05401109
19130,0.80672911,0.26463539,0.049285106,0.67364063,0.96568256,0.052191427
19131,0.80710365,0.26310625,0.04914337,0.67488727,0.96658936,0.053010175
19132,0.8085735,0.26351453,0.049043586,0.67367217,0.96790571,0.057956305
19133,0.80746793,0.25859809,0.048681369,0.67730429,0.97040823,0.059374063
19134,0.8100886,0.26151802,0.048998906,0.67490981,0.96637699,0.060750556
19135,0.82280291,0.26657461,0.049559177,0.67135818,0.9687789,0.068826766
19136,0.81492583,0.2743905,0.050092773,0.66553661,0.96390572,0.054743213
19137,0.81391323,0.26111309,0.048922288,0.67700768,0.96779329,0.059836435
19138,0.81170899,0.25993446,0.048838071,0.67808064,0.96719761,0.058268053
19139,0.81207025,0.2615151,0.048906045,0.67681257,0.96637016,0.058242131
19140,0.81258598,0.2615711,0.048918168,0.67679411,0.9661672,0.058800336
19141,0.81079196,0.26232089,0.048940604,0.67622958,0.96629408,0.056827608
19142,0.81075364,0.26217803,0.048929815,0.67635205,0.96636502,0.056865711
19143,0.80406657,0.264317,0.04947092,0.67467224,0.96857333,0.046900842
19144,0.80030215,0.26067639,0.049213083,0.67732511,0.96770994,0.04828316
19145,0.8001084,0.26091477,0.049250364,0.67708572,0.9679282,0.04759722
19146,0.79983439,0.25990707,0.049210959,0.67791274,0.96748599,0.04911914
19147,0.80325784,0.25885044,0.049128477,0.67884462,0.9679261,0.053077766
19148,0.80147113,0.26321351,0.049583233,0.67550444,0.96582521,0.046728965
19149,0.80675372,0.26854147,0.049791553,0.67031418,0.96057432,0.052112945
19150,0.80886854,0.26622181,0.049671002,0.67198259,0.96207525,0.055428591
19151,0.81277848,0.25540328,0.048579271,0.68071508,0.96806241,0.068425059
19152,0.81480223,0.25823768,0.048784477,0.6783117,0.96780907,0.06841393
19153,0.81485827,0.25791452,0.048745145,0.67853431,0.96794414,0.068726206
19154,0.80828543,0.26816811,0.049499643,0.67000012,0.96201157,0.056680823
19155,0.80990884,0.27020765,0.04974008,0.66849448,0.96181102,0.057102456
19156,0.80090553,0.27179413,0.050022338,0.66807129,0.96234594,0.039387211
19157,0.80609628,0.26424554,0.049308649,0.67359106,0.96548964,0.04957898
19158,0.80475279,0.26297442,0.049216233,0.67460034,0.96591024,0.048992021
19159,0.80662369,0.26165276,0.049008886,0.67587176,0.96885082,0.050972564
19160,0.80737025,0.26008591,0.048797464,0.67697668,0.9668805,0.051392156
19161,0.80882277,0.26134567,0.048870357,0.67597033,0.96631051,0.052413127
19162,0.8075484,0.26123477,0.048756281,0.67597284,0.96654228,0.051514365
19163,0.80565328,0.26092311,0.048747253,0.67610685,0.9666375,0.050282075
19164,0.81535134,0.2584117,0.048633261,0.67807735,0.96609474,0.067611841
19165,0.81874691,0.25845974,0.048885549,0.67831967,0.96689682,0.070833197
19166,0.81317557,0.26328423,0.049363051,0.674505,0.96254871,0.058563488
19167,0.81283546,0.26408088,0.049465759,0.67379739,0.96238981,0.056949714
19168,0.81288172,0.26853776,0.04978744,0.66963324,0.9599622,0.057138684
19169,0.81256333,0.26772809,0.049728242,0.67025643,0.95998612,0.057488791
19170,0.81214173,0.26775672,0.049742201,0.67025884,0.95959395,0.056720621
19171,0.81092862,0.26353632,0.049544881,0.67367817,0.96474512,0.056336049
19172,0.81326969,0.27131908,0.050274472,0.66807443,0.96270954,0.052002955
19173,0.81095292,0.27423144,0.050558114,0.66550268,0.96014937,0.048149908
19174,0.80161146,0.26489149,0.049730789,0.67272986,0.96172433,0.047183682
19175,0.79887983,0.2640691,0.049677953,0.67337284,0.96213314,0.044940339
19176,0.79884761,0.26464966,0.049722843,0.67283476,0.96182976,0.044833908
19177,0.80113435,0.26729825,0.049950196,0.67067484,0.96131326,0.045034482
19178,0.79959975,0.26793238,0.049987888,0.67010185,0.9608581,0.042560153
19179,0.80160446,0.26614967,0.049667826,0.67088646,0.95957543,0.048637171
19180,0.80955283,0.2579476,0.048970346,0.6780357,0.96564672,0.062535376
19181,0.81196956,0.25823404,0.048977338,0.67795955,0.96862787,0.065408208
19182,0.81255386,0.25795779,0.049035201,0.67833011,0.96837879,0.065676503
19183,0.81683563,0.25867341,0.048876437,0.67762362,0.96773325,0.065498708
19184,0.8164035,0.25783247,0.048793119,0.67823383,0.96793053,0.065699132
19185,0.81629872,0.25796608,0.048805758,0.67812373,0.96780391,0.065456139
19186,0.81559321,0.2558004,0.048604686,0.6796993,0.96812601,0.066627904
19187,0.8100577,0.25213279,0.048312391,0.68282215,0.97006623,0.062595296
19188,0.81156726,0.25314573,0.048346722,0.68206611,0.96913218,0.063209114
19189,0.81730168,0.2522789,0.048115051,0.68275462,0.97312404,0.071697299
19190,0.81951831,0.25887175,0.048644227,0.67790229,0.96982541,0.06763223
19191,0.8193243,0.25941003,0.048703885,0.6774626,0.96982238,0.067191004
19192,0.82230416,0.26769422,0.049674864,0.671719,0.96534305,0.062699429
19193,0.82165707,0.26812536,0.049695725,0.67139474,0.96468805,0.062074802
19194,0.82216866,0.26902997,0.049751009,0.67067383,0.96472294,0.061925858
19195,0.81664694,0.26471695,0.049266905,0.67392411,0.9645289,0.056444394
19196,0.81658161,0.2652495,0.049339324,0.67350278,0.96393363,0.05616109
19197,0.81885893,0.26702573,0.049326309,0.67199861,0.96530525,0.057530232
19198,0.80785544,0.27258447,0.050015625,0.66772895,0.96004867,0.045670758
19199,0.80665839,0.26322374,0.049276063,0.67503707,0.96346803,0.051345206
19200,0.81428682,0.26609447,0.049427798,0.67273806,0.96849929,0.053444316
19201,0.81428377,0.26607253,0.049414208,0.67272145,0.96840548,0.05342708
19202,0.81468581,0.26589574,0.049409636,0.67290017,0.96879484,0.05376328
19203,0.81512647,0.26587661,0.0493515,0.67279036,0.96931758,0.054331951
19204,0.81770394,0.26809747,0.049485242,0.6708051,0.96936855,0.056440125
19205,0.81813964,0.26866754,0.0496277,0.67030632,0.96922796,0.056444755
19206,0.81887035,0.26829188,0.049640583,0.67077873,0.9694543,0.058112164
19207,0.81220386,0.25721766,0.048702066,0.67894374,0.97449196,0.06022209
19208,0.81172587,0.25808941,0.048840897,0.67832536,0.97515541,0.061465474
19209,0.81490394,0.2568473,0.048793851,0.67941242,0.97598512,0.065923917
19210,0.81565301,0.25628199,0.048754154,0.6798888,0.97656689,0.067613576
19211,0.81659052,0.2568194,0.048842827,0.67972752,0.97622442,0.067526497
19212,0.81598064,0.25827776,0.049139276,0.6782867,0.97140635,0.066456699
19213,0.80902406,0.25884661,0.049231798,0.67782882,0.9631127,0.060881833
19214,0.81556224,0.27374727,0.050028849,0.66643442,0.95603135,0.055633763
19215,0.8172101,0.27326318,0.049975388,0.66674655,0.95593177,0.057451788
19216,0.81194051,0.25796587,0.04844123,0.67788879,0.96984717,0.063972727
19217,0.80922681,0.26638197,0.049588501,0.67168356,0.96492389,0.05495444
19218,0.80921125,0.26637664,0.049590474,0.67168855,0.96489852,0.054967794
19219,0.80991119,0.26508483,0.049527446,0.67324633,0.96343656,0.05484465
19220,0.8076969,0.26422121,0.049329818,0.67484785,0.96670886,0.047940286
19221,0.80808168,0.26267673,0.04925987,0.67667666,0.96700897,0.047543653
19222,0.80847006,0.26232261,0.04912385,0.67660447,0.96790917,0.049559868
19223,0.81262357,0.2649241,0.049337141,0.67410424,0.96628836,0.048194897
19224,0.81314138,0.26842602,0.049626391,0.67151276,0.96335241,0.046219052
19225,0.81549726,0.2732233,0.049897053,0.66723616,0.96284035,0.047057219
19226,0.81615095,0.27116001,0.049819375,0.66892994,0.96480984,0.049750526
19227,0.81687954,0.26667877,0.049425235,0.67197387,0.96404344,0.055219544
19228,0.81380389,0.26279976,0.049093979,0.67518991,0.96518407,0.054370933
19229,0.81109463,0.26522844,0.049292173,0.67322051,0.96267131,0.052672446
19230,0.80910992,0.26374542,0.049232028,0.67432006,0.9629649,0.052954354
19231,0.8109854,0.26061908,0.048980847,0.67685013,0.9648284,0.057335667
19232,0.81082003,0.26045048,0.048960535,0.67699051,0.96486061,0.057283654
19233,0.81029046,0.260397,0.048857767,0.6767283,0.96485575,0.056207511
19234,0.81141283,0.25980288,0.04886869,0.676933,0.96778514,0.057329005
19235,0.81157608,0.260745,0.048909941,0.67616563,0.96800906,0.056951139
19236,0.81170408,0.26060849,0.048899111,0.67627293,0.96804365,0.057194928
19237,0.81742014,0.26610665,0.049476047,0.67290762,0.96481676,0.057897602
19238,0.80864719,0.25907437,0.048852583,0.6784995,0.96831676,0.053754551
19239,0.8170233,0.26850853,0.049867519,0.67062671,0.96718768,0.057293221
19240,0.81811458,0.26818428,0.049816708,0.67080826,0.96679262,0.059325906
19241,0.81974736,0.26869858,0.049839072,0.67042325,0.96662719,0.059545546
19242,0.82084182,0.26159459,0.048872995,0.67528543,0.96953504,0.06966784
19243,0.82162361,0.26092441,0.048818728,0.67580171,0.96990427,0.070874144
19244,0.81995389,0.26082607,0.048768712,0.67575886,0.96979472,0.06985109
19245,0.82024733,0.26128333,0.048811451,0.67533749,0.9694854,0.07037568
19246,0.8207948,0.26131918,0.048818271,0.6753416,0.96891944,0.07094925
19247,0.81798729,0.26349573,0.049040213,0.67378348,0.96518962,0.064883461
19248,0.81978831,0.26391866,0.04911593,0.6736072,0.96625468,0.065438037
19249,0.82162287,0.26469245,0.049184908,0.67377125,0.9630052,0.064906446
19250,0.82239711,0.2644929,0.049103894,0.67392692,0.96376665,0.066212032
19251,0.82193596,0.26429553,0.049107113,0.67410221,0.96371116,0.065523151
19252,0.82047918,0.26455069,0.049087816,0.67398727,0.96280468,0.063490314
19253,0.82160525,0.26548482,0.049235316,0.6732675,0.96261822,0.063868186
19254,0.81681641,0.26012821,0.048926422,0.67792378,0.96516531,0.061936213
19255,0.8159275,0.26067749,0.048962803,0.67736388,0.96557021,0.060971816
