,sigma8,Omega_cdm,Omega_b,h,n_s,tau
19256,0.81292882,0.26160714,0.048953178,0.67609004,0.964675,0.058679537
19257,0.81083956,0.26220913,0.049018188,0.67532343,0.96165929,0.057471382
19258,0.81010232,0.26306208,0.049074581,0.67449833,0.96121434,0.056287222
19259,0.80996228,0.26034155,0.048813191,0.67644192,0.96606076,0.058092094
19260,0.81062278,0.2605558,0.048815559,0.676274,0.96614115,0.058472752
19261,0.81244313,0.2608327,0.04891892,0.67594922,0.96593997,0.05940491
19262,0.81373818,0.2614039,0.048877301,0.67511149,0.96482736,0.060587892
19263,0.81034428,0.25861883,0.048378672,0.67713364,0.96695077,0.059853379
19264,0.80513081,0.25760699,0.048236503,0.67780763,0.96572871,0.053899872
19265,0.80471172,0.25755698,0.048231592,0.67779319,0.96572861,0.053806592
19266,0.8075702,0.26240199,0.048715213,0.67392002,0.96059019,0.053924776
19267,0.81650765,0.25859392,0.048466987,0.6775037,0.96761537,0.067726824
19268,0.81942221,0.26505243,0.048973965,0.6723859,0.9655203,0.065799086
19269,0.81940241,0.26504624,0.048972052,0.67239321,0.96551642,0.065781935
19270,0.81943871,0.26511372,0.048980582,0.6723514,0.96547718,0.065796927
19271,0.81657495,0.25918409,0.048503283,0.67748257,0.96963954,0.065860842
19272,0.81730727,0.25411441,0.048281972,0.68205137,0.97080991,0.069660475
19273,0.81494017,0.24783538,0.047715458,0.68616252,0.97170896,0.075956108
19274,0.81045087,0.24561793,0.047533192,0.68783802,0.97315787,0.072302228
19275,0.80693371,0.24558714,0.047535242,0.68805018,0.97096231,0.069753232
19276,0.79998146,0.24770725,0.047668943,0.68621719,0.96856729,0.059365197
19277,0.79772867,0.24849946,0.047723517,0.68591998,0.97010985,0.058210869
19278,0.80305885,0.26019949,0.048974824,0.67730515,0.96229641,0.055088235
19279,0.80308083,0.2601165,0.048965802,0.67736406,0.96227395,0.055227273
19280,0.79808474,0.26105338,0.048955956,0.67618782,0.95980954,0.047370916
19281,0.80484947,0.2644487,0.04930054,0.67391679,0.95721542,0.050072385
19282,0.81001559,0.26826301,0.049529519,0.67010106,0.95817771,0.053790129
19283,0.81002142,0.26846231,0.049543476,0.66993834,0.9580621,0.053653157
19284,0.81141589,0.26906294,0.049664533,0.66979917,0.95791416,0.054253736
19285,0.81089611,0.26940779,0.049664879,0.66956471,0.95798929,0.053351287
19286,0.81109535,0.27106259,0.050122034,0.66893461,0.96041415,0.054948514
19287,0.80723629,0.27158471,0.050237248,0.66879352,0.95791834,0.050099642
19288,0.80722542,0.27233788,0.05027538,0.66818029,0.95767396,0.049720586
19289,0.80233841,0.27308151,0.050310975,0.66762819,0.95797624,0.040920428
19290,0.8098139,0.27756455,0.05066773,0.66378341,0.95873187,0.044562796
19291,0.80717993,0.275547,0.050688361,0.66603147,0.95859582,0.045252189
19292,0.8034065,0.27237843,0.050361003,0.66825244,0.95956109,0.043930704
19293,0.80896904,0.26974641,0.050087958,0.66996821,0.96348375,0.05428563
19294,0.80878324,0.26921186,0.050063068,0.67041569,0.96409043,0.054140796
19295,0.80832678,0.26376813,0.049581214,0.67472338,0.96580862,0.058353278
19296,0.82325957,0.26594189,0.049255294,0.67224926,0.9668533,0.069796242
19297,0.81603288,0.2649274,0.049068256,0.67270249,0.9675304,0.062980311
19298,0.81160342,0.26825003,0.049399295,0.67132422,0.96166686,0.050607571
19299,0.81146651,0.26903994,0.049471636,0.67070553,0.9610486,0.050336227
19300,0.81166086,0.27063544,0.04980333,0.66982952,0.96155135,0.049816075
19301,0.81208349,0.27258081,0.049969143,0.66816768,0.96096537,0.048780445
19302,0.81100015,0.2709284,0.049845744,0.6695337,0.96148459,0.048259853
19303,0.81132272,0.26378858,0.049107429,0.67411101,0.9693051,0.054297511
19304,0.80731063,0.26095344,0.048758026,0.67594132,0.96790079,0.055035384
19305,0.81007325,0.2611361,0.048779049,0.67596877,0.96782222,0.057410471
19306,0.80784669,0.26117267,0.048798973,0.67624493,0.96702509,0.053925958
19307,0.80788672,0.26149499,0.048843844,0.67601447,0.96669282,0.05396289
19308,0.80558926,0.26197519,0.048900156,0.67541992,0.96701701,0.05125085
19309,0.80373903,0.25912314,0.048588781,0.67749037,0.96734341,0.05048898
19310,0.80818267,0.2634524,0.048916872,0.67390106,0.96647819,0.050725263
19311,0.80821057,0.26725824,0.049477181,0.67184755,0.9640112,0.050013265
19312,0.8084801,0.2672729,0.049477828,0.67187229,0.96405313,0.050110609
19313,0.80890092,0.26468398,0.049262827,0.67359865,0.96614745,0.052567087
19314,0.80865056,0.26306137,0.049009338,0.67481483,0.96584413,0.050736547
19315,0.80877249,0.26294695,0.048992823,0.67490614,0.96594269,0.050950432
19316,0.80395737,0.2638156,0.049163834,0.67426985,0.96302475,0.047547805
19317,0.80387097,0.27507689,0.050059501,0.66540443,0.96025329,0.039702373
19318,0.80422339,0.27532174,0.050083827,0.6657218,0.95898602,0.038714306
19319,0.803324,0.27678408,0.05031184,0.66470182,0.95995894,0.038563249
19320,0.80637335,0.27342036,0.050025096,0.6668762,0.96579734,0.042261197
19321,0.80773942,0.27520035,0.050047819,0.6657236,0.96320269,0.040773402
19322,0.81625423,0.27481563,0.049771646,0.6648179,0.96582865,0.049685859
19323,0.81649999,0.27373067,0.049763822,0.66587518,0.96452267,0.05102575
19324,0.81811305,0.27274913,0.049856013,0.66707861,0.96402502,0.052976265
19325,0.81561611,0.27586677,0.050216382,0.66442053,0.96378621,0.04852729
19326,0.81481176,0.27151724,0.049850788,0.66799185,0.96672039,0.0498636
19327,0.81471699,0.27146952,0.049862827,0.66803444,0.96676569,0.049804602
19328,0.82117284,0.26789374,0.049455139,0.67083604,0.96685121,0.061338537
19329,0.82003947,0.26681972,0.049381821,0.67158845,0.96679457,0.060901005
19330,0.81592237,0.26898884,0.049522423,0.669871,0.96714398,0.052307359
19331,0.81946343,0.26382865,0.049140056,0.67379916,0.96778573,0.061165926
19332,0.81963249,0.26380497,0.049139898,0.67381894,0.96782795,0.061400425
19333,0.81861288,0.27194017,0.050342811,0.66842422,0.96644261,0.055984516
19334,0.81207592,0.27606699,0.050502399,0.66524025,0.96670105,0.04520272
19335,0.81283629,0.27784987,0.05068786,0.66379943,0.96548798,0.045605515
19336,0.81242706,0.27503,0.050538203,0.66626201,0.96570288,0.046805486
19337,0.81437862,0.27442463,0.050524385,0.6668916,0.96760017,0.049827309
19338,0.81320657,0.26686535,0.049751768,0.67298757,0.96961405,0.054504755
19339,0.81268498,0.26679943,0.049750094,0.67315057,0.96934455,0.053024109
19340,0.80797443,0.26241533,0.049422407,0.67621885,0.97159704,0.05110722
19341,0.8079892,0.26221647,0.049403821,0.67635939,0.97156739,0.051490435
19342,0.80635172,0.26268421,0.049449618,0.67604075,0.97074828,0.049477626
19343,0.80495694,0.26360338,0.049512011,0.67516304,0.97072253,0.046853959
19344,0.80902501,0.26632446,0.049767463,0.67330647,0.9696906,0.050883264
19345,0.80911101,0.27376312,0.050313657,0.66745547,0.96602055,0.044645738
19346,0.81021725,0.27393285,0.050245722,0.66698445,0.96582765,0.046574217
19347,0.82035827,0.26482542,0.049304261,0.67388048,0.96706254,0.058469903
19348,0.82380382,0.27156169,0.049881761,0.66995162,0.96430817,0.052905934
19349,0.8242154,0.2746745,0.050121058,0.66731182,0.96384897,0.050681992
19350,0.81860528,0.27723478,0.050420634,0.66516309,0.96103155,0.043587448
19351,0.80880911,0.26831142,0.049691885,0.672453,0.96177805,0.040996403
19352,0.81529769,0.26219388,0.049021722,0.67700961,0.96479475,0.054968796
19353,0.81555861,0.26123588,0.048935017,0.67783428,0.96527879,0.055827279
19354,0.82560747,0.25558652,0.048694407,0.6818926,0.96989193,0.075494199
19355,0.82078379,0.25674826,0.048772729,0.68109416,0.96579734,0.068400329
19356,0.81217786,0.25325963,0.048437426,0.68363024,0.97103519,0.057847915
19357,0.81059298,0.25161224,0.048401991,0.68493534,0.97129872,0.058038032
19358,0.80792934,0.26024155,0.048753914,0.67694196,0.97164066,0.048438519
19359,0.80706397,0.26993936,0.049532991,0.66931317,0.96242226,0.042400876
19360,0.80512398,0.26312527,0.049092482,0.67446754,0.96613447,0.046056468
19361,0.80544739,0.26125011,0.048902645,0.67598485,0.96614845,0.049028658
19362,0.80784291,0.25971693,0.048740355,0.67717469,0.96760317,0.053536023
19363,0.80634886,0.2581302,0.048606207,0.67836746,0.96765037,0.053786194
19364,0.80518947,0.26356894,0.049078588,0.67402876,0.96824939,0.045987799
19365,0.80750531,0.26511419,0.049283875,0.67311004,0.96777021,0.047247043
19366,0.80845687,0.26143144,0.048928383,0.67592651,0.97305946,0.052805798
19367,0.80527793,0.26119837,0.048979789,0.67585241,0.97282652,0.049654743
19368,0.80851321,0.2642064,0.049322821,0.67368092,0.9715306,0.050047265
19369,0.8135896,0.26424971,0.049168108,0.67284673,0.97155821,0.056291781
19370,0.80895097,0.2655936,0.049022617,0.67090224,0.97037193,0.054670573
19371,0.80641851,0.26574417,0.049061364,0.67113894,0.97056218,0.051772901
19372,0.8031988,0.26632983,0.049553531,0.67231531,0.96658216,0.042790674
19373,0.80209943,0.26616502,0.049556623,0.67238439,0.96613861,0.04276014
19374,0.80396919,0.26377263,0.04946899,0.67427342,0.96907492,0.045073381
19375,0.80835789,0.26288425,0.049338816,0.67537952,0.97067053,0.050444643
19376,0.80785092,0.26304063,0.049367469,0.67517139,0.97016716,0.049847054
19377,0.80778503,0.26048906,0.049200719,0.67716599,0.97096204,0.051330727
19378,0.80948218,0.26430889,0.049505813,0.67380823,0.96852771,0.050606581
19379,0.80725231,0.26319554,0.04930121,0.67471148,0.96938066,0.049646057
19380,0.81115285,0.26465315,0.049168754,0.67305276,0.96702287,0.052111589
19381,0.81042081,0.26324977,0.049070926,0.67433145,0.96680983,0.051776924
19382,0.81049477,0.26316271,0.049062391,0.67440532,0.96698615,0.051960642
19383,0.81085709,0.26378961,0.04911642,0.67392394,0.96673318,0.051791868
19384,0.81506689,0.26380028,0.048990602,0.67384383,0.9662769,0.058627246
19385,0.81456758,0.26475196,0.049283905,0.67365129,0.96506278,0.058948348
19386,0.81824874,0.26276461,0.049199177,0.67518055,0.96613704,0.064308295
19387,0.81925336,0.26086049,0.049044698,0.67708069,0.96741877,0.065361371
19388,0.8179426,0.26295662,0.049234377,0.67577084,0.96816916,0.059527656
19389,0.81745725,0.26313918,0.049206944,0.67547452,0.9685072,0.059072356
19390,0.82100666,0.26929034,0.049871474,0.67055679,0.96421879,0.059930988
19391,0.82059019,0.26738129,0.049715743,0.6718756,0.96508582,0.062000863
19392,0.82139117,0.26448991,0.049408438,0.67415054,0.96624509,0.065649095
19393,0.82000239,0.26325804,0.049282034,0.67504937,0.96752662,0.067235589
19394,0.82021503,0.26320044,0.049281638,0.67512631,0.96763847,0.067671271
19395,0.81923205,0.26228719,0.049180735,0.67585993,0.96796749,0.067242065
19396,0.80724384,0.2579855,0.048787337,0.67866069,0.96824281,0.056435718
19397,0.80716354,0.25975095,0.048813105,0.67671917,0.9666591,0.057598137
19398,0.81057752,0.26604828,0.049356232,0.67207495,0.96222325,0.052332999
19399,0.81025217,0.2663381,0.049376636,0.67180213,0.96175636,0.051821781
19400,0.80824375,0.26310569,0.049045111,0.67493553,0.96336534,0.049453779
19401,0.80791737,0.26457934,0.049144423,0.67369395,0.96132721,0.047202032
19402,0.80827365,0.26453837,0.04913121,0.6737799,0.96142013,0.047318462
19403,0.80893687,0.26641566,0.049288849,0.67226578,0.9609851,0.046447925
19404,0.81188524,0.27657824,0.050095398,0.66407624,0.96254614,0.04618438
19405,0.80973392,0.27457745,0.049888088,0.66557488,0.96330786,0.045764703
19406,0.81203483,0.26029824,0.048875504,0.67630907,0.9664628,0.064607363
19407,0.80796425,0.25903117,0.048769857,0.67725081,0.96590107,0.061182517
19408,0.8082423,0.25886146,0.04876719,0.67742121,0.96575916,0.061290185
19409,0.8080824,0.26009275,0.048842491,0.67600903,0.96640714,0.061056834
19410,0.80782288,0.26652935,0.049454943,0.6712986,0.9653963,0.054756599
19411,0.80822459,0.27074258,0.049853153,0.66787464,0.9633168,0.050921197
19412,0.80961431,0.2715038,0.049899892,0.66729984,0.96271771,0.052007837
19413,0.80868002,0.27358488,0.049951175,0.66547538,0.96146282,0.049569916
19414,0.8081875,0.27304928,0.049930713,0.66600196,0.96129937,0.049054447
19415,0.80456419,0.26956662,0.049462776,0.66926202,0.96413456,0.048508106
19416,0.81497761,0.27314935,0.04974683,0.66657052,0.96123252,0.056778889
19417,0.81563947,0.27322785,0.049861531,0.66661864,0.96265677,0.05437107
19418,0.81568918,0.27220544,0.049778655,0.66752917,0.96303391,0.054836154
19419,0.81442742,0.27277967,0.049833724,0.66723168,0.96334091,0.049473728
19420,0.81491982,0.27204889,0.049790626,0.66789352,0.96319584,0.049971918
19421,0.81417364,0.26860077,0.049674442,0.67071949,0.96522611,0.050416224
19422,0.81617504,0.26721976,0.04960531,0.67183742,0.96239742,0.054651415
19423,0.81744087,0.26681602,0.049640632,0.67217283,0.96338419,0.05737629
19424,0.81279328,0.27102368,0.05000365,0.66913142,0.96051369,0.049433666
19425,0.80300311,0.26733708,0.049679684,0.67125989,0.96499337,0.041031866
19426,0.80276416,0.26714064,0.049620028,0.67131376,0.96495454,0.041420908
19427,0.80447204,0.26794805,0.049699735,0.67083566,0.9669243,0.043208911
19428,0.81224915,0.27247229,0.050095746,0.66724609,0.96669162,0.04554848
19429,0.8128327,0.26923301,0.049851076,0.66990567,0.96907782,0.047948768
19430,0.81405517,0.27665079,0.050335922,0.66380587,0.96474611,0.044022694
19431,0.81471343,0.27886345,0.050444023,0.66232879,0.96589957,0.044348727
19432,0.81151269,0.27943282,0.050767506,0.66257748,0.96340879,0.042885467
19433,0.81080612,0.27959857,0.050938405,0.66254153,0.96020564,0.039078982
19434,0.81068248,0.28023574,0.050989656,0.66201629,0.95992304,0.038631737
19435,0.80572833,0.27765617,0.050633968,0.66371226,0.95810359,0.036334415
19436,0.80948513,0.27348317,0.050100037,0.66673559,0.95853209,0.043179919
19437,0.81202047,0.27052962,0.049986057,0.66967134,0.95925482,0.047926069
19438,0.81343528,0.27137756,0.049901033,0.66858933,0.95790723,0.050242311
19439,0.81279368,0.27286112,0.049990959,0.66729301,0.95622476,0.04850964
19440,0.81719621,0.26842968,0.049443675,0.670628,0.96137545,0.052732947
19441,0.81642846,0.26935284,0.049327158,0.66917407,0.96254963,0.051529231
19442,0.822996,0.26916302,0.049319749,0.6694857,0.96547433,0.058839037
19443,0.81659785,0.26429923,0.048926592,0.67327403,0.96909365,0.058699185
19444,0.81405394,0.26584771,0.049159317,0.67262225,0.96435322,0.053165796
19445,0.81328964,0.26567159,0.049100661,0.67266246,0.96473637,0.051370005
19446,0.81450019,0.26815627,0.049332651,0.67075168,0.96413504,0.050578256
19447,0.81425542,0.26500767,0.049161486,0.67352501,0.96579174,0.051829402
19448,0.81737904,0.26630633,0.049312655,0.67236872,0.96672249,0.054289251
19449,0.80908705,0.25239902,0.048419601,0.68370201,0.96873532,0.059506703
19450,0.80597424,0.25211736,0.048435699,0.68381905,0.96806512,0.057448397
19451,0.80748319,0.26675648,0.049752882,0.673188,0.96355747,0.047304832
19452,0.81266951,0.27362691,0.050258518,0.66688378,0.9625249,0.051007052
19453,0.81105051,0.27255903,0.050067878,0.66757281,0.96387818,0.050319163
19454,0.81364147,0.27398511,0.050319475,0.66692437,0.96258521,0.053119725
19455,0.81153513,0.26680382,0.049605274,0.67276209,0.96523929,0.056757698
19456,0.81168297,0.26679538,0.049602631,0.67277147,0.9652155,0.056882707
19457,0.811059,0.26793504,0.049691997,0.67187157,0.96454751,0.055501239
19458,0.81658305,0.27809889,0.050635513,0.66328274,0.95721416,0.056253689
19459,0.81763658,0.27336921,0.050289838,0.66763669,0.96151523,0.05592178
19460,0.81567668,0.27406081,0.050221677,0.66689585,0.95972446,0.052317097
19461,0.81546303,0.27443162,0.050264029,0.66655844,0.95983679,0.051995084
19462,0.81547692,0.27455868,0.050286161,0.6664708,0.95983949,0.051912357
19463,0.82242514,0.28107194,0.050831017,0.66128877,0.95554049,0.056696978
19464,0.82342672,0.2816941,0.050847527,0.66066538,0.95656319,0.05748541
19465,0.82381255,0.28155934,0.050842267,0.660909,0.95683858,0.058260466
19466,0.82411825,0.2790406,0.050521736,0.66245378,0.95887304,0.060837363
19467,0.81233592,0.27372605,0.049835042,0.66692586,0.95941116,0.050214543
19468,0.81389133,0.26724654,0.049276354,0.67245707,0.96495716,0.053698096
19469,0.81462443,0.26745777,0.049301557,0.67233621,0.96477852,0.054304971
19470,0.81664562,0.26375625,0.048909393,0.67471148,0.96586051,0.059426264
19471,0.814109,0.26799262,0.049282538,0.67041951,0.96587427,0.052762972
19472,0.81339381,0.26941222,0.049418163,0.66941451,0.96147837,0.049204645
19473,0.80687296,0.26045055,0.049145799,0.67774873,0.96574403,0.051994015
19474,0.80988789,0.25476897,0.048606239,0.68147385,0.96805849,0.059260109
19475,0.8141342,0.25895309,0.048897951,0.6788381,0.96668308,0.060035315
19476,0.81452704,0.25921006,0.048919137,0.67862734,0.96645545,0.06026191
19477,0.81192714,0.2557601,0.048466452,0.68098911,0.96939195,0.062096993
19478,0.80735359,0.25433269,0.048317788,0.68180599,0.96932874,0.05745368
19479,0.81016171,0.25653203,0.048634148,0.67956802,0.96876995,0.060400254
19480,0.81050818,0.25799855,0.04875926,0.67843786,0.96827543,0.059431372
19481,0.81042234,0.25749315,0.048703167,0.6788859,0.96863737,0.05927538
19482,0.81056631,0.25754832,0.04870679,0.67883825,0.96858998,0.059376492
19483,0.80590676,0.27133212,0.050036018,0.66874248,0.95564137,0.044649777
19484,0.80635193,0.26519047,0.049776125,0.6739912,0.95783941,0.049390774
19485,0.81112473,0.27290463,0.050048097,0.66822132,0.95506187,0.051107142
19486,0.81140758,0.27520083,0.050150798,0.66617127,0.95379347,0.04837442
19487,0.81147116,0.27531232,0.050182607,0.66611357,0.95350765,0.04843508
19488,0.81013887,0.27287516,0.05003399,0.66794295,0.9561042,0.051019788
19489,0.81632972,0.26759677,0.04965164,0.67201287,0.95693466,0.054538419
19490,0.81660863,0.267527,0.049646051,0.67209031,0.95708518,0.054851943
19491,0.81594804,0.2824477,0.050846783,0.66076446,0.95657294,0.04219795
19492,0.8157239,0.28070941,0.050755396,0.66216414,0.95746177,0.04289359
19493,0.82187683,0.27665897,0.050355158,0.66535505,0.9596424,0.05420111
19494,0.82144013,0.27351407,0.0500491,0.66734866,0.96272566,0.054062885
19495,0.82077278,0.27347386,0.050050723,0.66736446,0.96262525,0.053073518
19496,0.81546435,0.27517054,0.050341136,0.66598198,0.96405507,0.048374285
19497,0.815444,0.27592998,0.050357362,0.66516723,0.96397632,0.0481995
19498,0.815304,0.27604622,0.050364575,0.66505222,0.96375092,0.048412307
19499,0.8153174,0.27716596,0.050474916,0.66407172,0.963563,0.047548932
19500,0.81468614,0.277537,0.050498586,0.66391155,0.96391914,0.045565524
19501,0.81469366,0.27751544,0.050498418,0.66394869,0.96395932,0.045635816
19502,0.81009184,0.27557496,0.050312887,0.6655515,0.96304841,0.041619963
19503,0.80989722,0.27629254,0.05036305,0.66500753,0.96304517,0.040624313
19504,0.81058303,0.27451028,0.050238039,0.66650437,0.96396172,0.042111234
19505,0.81159156,0.27203758,0.049934608,0.66814418,0.96150346,0.045856387
19506,0.81692692,0.27447999,0.050105941,0.66614196,0.96048533,0.051275787
19507,0.81713011,0.27433813,0.050096104,0.66627371,0.96055127,0.051597143
19508,0.81801204,0.27584041,0.050211121,0.66514026,0.96065387,0.051217828
19509,0.8110807,0.27264351,0.050000854,0.66779446,0.96063133,0.045399122
19510,0.81088108,0.27239952,0.049970645,0.66784645,0.96006935,0.045986058
19511,0.81505345,0.26658009,0.049702118,0.67309795,0.96119179,0.054376573
