,sigma8,Omega_cdm,Omega_b,h,n_s
10444,0.8027876,0.2568825071442496,0.048618097633273634,0.680542,0.963428
10445,0.8026149,0.25719355371584396,0.04866902275450502,0.6803467000000001,0.9632388
10446,0.8025759,0.2612332471770176,0.04887595987065035,0.6765869000000001,0.9612628
10447,0.8042471,0.263128452002681,0.04919967439934263,0.6749267999999999,0.9613102
10448,0.8073799,0.2562104992559272,0.048484030900957646,0.6798584,0.9670132
10449,0.8062373,0.25597040449032227,0.04851919531664807,0.6801024999999999,0.9665816
10450,0.8076737,0.253864827152576,0.04824545943173598,0.6813720999999999,0.9695973
10451,0.8144258,0.2575059911250378,0.04860305732722909,0.6798096,0.9672103
10452,0.8114551,0.2567321236277869,0.04852623081704978,0.6804931999999999,0.9682751
10453,0.8066047,0.26110851608444396,0.04884267009511365,0.6762939,0.9658697
10454,0.8148156,0.2724726093018613,0.04984815752636717,0.6672119000000001,0.9578176
10455,0.8205446,0.26815072572984133,0.049611018004370344,0.6707764,0.9569361
10456,0.8204832,0.2681847895152218,0.04974729629371126,0.6703857000000001,0.958027
10457,0.8222258,0.27012940576858874,0.049886312045872766,0.6686768,0.9588814
10458,0.8237895,0.26785647294425374,0.049828735311990675,0.6702880999999999,0.9614266
10459,0.8233742,0.26824040983001946,0.049897893986020625,0.6700439,0.961174
10460,0.8210534,0.26202667322474815,0.04932687871423904,0.6746338000000001,0.9650765
10461,0.8219644,0.26265609431664405,0.049399198446577176,0.6740967000000001,0.9651232
10462,0.8187325,0.2640743434347071,0.04942629452147441,0.6727295,0.9653522
10463,0.819751,0.2641310357355403,0.049426569869421066,0.6727782999999999,0.9660875
10464,0.8171037,0.26716454116255434,0.04972495563383572,0.6704346,0.9640282
10465,0.8158808,0.27068719208775954,0.04998727013714539,0.6681885,0.9626648
10466,0.8151931,0.26826353961727534,0.04959821529371849,0.6699463,0.9630115
10467,0.8152821,0.26905558466872137,0.04956250142315535,0.6698975,0.9629062
10468,0.8165198,0.2743804057957971,0.0499321575167552,0.6656982,0.9604169
10469,0.8209348,0.27344594334402467,0.04983537363424346,0.6664794999999999,0.9595499
10470,0.8205102,0.273699188031575,0.04988458558773453,0.6665770999999999,0.9597277
10471,0.8219627,0.273242603055771,0.049861301659582066,0.6668213000000001,0.9601878
10472,0.8201313,0.26952680496291376,0.04964811247737501,0.6694092,0.9616096
10473,0.8190474,0.2694440125469207,0.049645322975488446,0.6694092,0.9609594
10474,0.8217108,0.2685174466437862,0.04950088827546185,0.6701904000000001,0.9600819
10475,0.8141584,0.25884378018716064,0.048589159277857105,0.6777588,0.9653667
10476,0.813797,0.2572336639111609,0.048400754089574546,0.6790771,0.9676002
10477,0.8151956,0.2605702164866011,0.04874523225293005,0.6761963,0.9675906
10478,0.8169724,0.26053202923851965,0.04880442321719442,0.6765380999999999,0.9687361
10479,0.8115871,0.26222444560787295,0.04893828368646458,0.6753174,0.9682922
10480,0.8132205,0.2584683642219519,0.04870054646625666,0.6786865,0.9693631
10481,0.8081735,0.2584959338901513,0.048809595181608656,0.6783446999999999,0.9671674
